date,tweet,label
2019-09-25 00:26:52+00:00,amin amin semoga dalam lindungan nya saudara yang terjadi dampak kebakaran hutan gmbut di riau,2.0
2019-09-25 00:26:23+00:00,klo pungusaha hutan dan masyarakat tidak bermental bajingan maka kebakaran hutan akan minim terjadi,0.0
2019-09-25 00:00:36+00:00,mungkin di pemerintahan selanjutnya presiden bisa membentuk kementerian kehujanan karena setiap tahun terjadi kebakaran hutan tentu akan sangat dibutuhkan,0.0
2019-09-24 23:07:00+00:00,bpk yg terhormat mslh kebakaran hutan disengaja sdh sering terjadi mrk ambil kesempatan dimusim kemarau basmi kbn kelapa sawit yg bw keuntungan sepihak kshan binatang2 yg ada di hutan yg masyarakat,0.0
2019-09-24 19:27:47+00:00,begitu pikiran rasional saya bang intinya negara kita sedang kacau belakangan ini pemerintah dinilai lalai untuk menuntaskan polemik yg terjadi di lapangan terlepas dari revisi uu kebakaran hutan kasus rasisme di papua dan lain2,0.0
2019-09-24 19:02:36+00:00,pesawat ini hanya akan ada ketika demo yang mengkritik pemerintah terjadi tetapi pilot beserta pesawat nya akan hilang jika terjadi kebakaran hutan seperti di riau apakah ini pilot dan pesawat siluman,0.0
2019-09-24 18:24:35+00:00,mahasiswa bergerak bukan hanya ttg kpk tp tentang permasalahan yg terjadi negeri ini masalah papua kebakaran hutan kpk dan menyampaikan aspirasi bagaimana indonesia kedepannya tlg jangan sebarkan hoax atas aksi ini,0.0
2019-09-24 18:23:11+00:00,fokusnya orang sekarang ke demo masalah uu kpk ruu kuhp padahal kalo dilihat dalam kacamata yang lebih besar konflik mulai terjadi sejak masalah papua kebakaran hutan dan sekarang masalah uu dan ruu suatu agenda untuk mencegah jokowi dilantik permainan dari pihak asing nih,0.0
2019-09-24 16:19:50+00:00,mengenai masalah lahan yg terbakar statement nya pada saat kampanye dan debat itu terekam jejak digital bahwa apa yang dia katakan itu mengenai kebakaran hutan berbanding terbalik dengan apa yg terjadi skrg dan tahun2 sebelumnya,0.0
2019-09-24 16:10:36+00:00,intinya dari yg terjadi di indonesia sekarang rusuh di papua kebakaran hutan sumatera dan kalimantan revisi beberapa uu anda berharap kepala negara yang sah sekarang turun dan di ganti dengan jagoan anda kan alah topengmu kurang sempurna kawan,0.0
2019-09-24 15:59:11+00:00,beginilah keadaannya klo sering terjadi bencana asap kebakaran hutan,1.0
2019-09-24 15:45:06+00:00,menurut gua salah satu faktor presiden ga langsung speak up permasalahan di indonesia sekarang ga cuma satu derr di papua lagi bermasa terus di kalimantan sama riau dan sekitar nya juga ada kebakaran hutan dan itu semua terjadi dalam waktu yang berdekatan just my opinion,0.0
2019-09-24 15:26:56+00:00,sumatera kalimantan kebakaran hutan jawa terjadi kekerasan terhadap demonstran papua kembali terjadi kerusuhan dan pembakaran ibu pertiwi kau baikbaik saja bukan,0.0
2019-09-24 14:55:00+00:00,fenomena langit merah di jambi fenomena langit merah terjadi di desa pulau mentaro kecamatan ilir kabupaten muaro jambi provinsi jambi fenomena ini diduga disebabkan oleh kebakaran hutan,1.0
2019-09-24 14:25:14+00:00,concern mereka berada dalam lingkup yang sama climate change colonialism corruption mereka serentak jadi greta thunberg yang marah pada generasi orang tuanya apa yang terjadi di tanah air masuk juga ke radar mereka kebakaran hutan populasi orang utan bahkan papua,0.0
2019-09-24 14:10:26+00:00,duka indonesia kebakaran hutan terjadi di kalimantan dan sumatera kenapa mahasiswa yang disiram,0.0
2019-09-24 13:37:34+00:00,ya allah begitu banyak kegaduhan yang terjadi dinegri kami saat iniberilah kami petunjuk untuk mengatasi masalah kegaduhan did alam kebakaran hutan dan kepungan asap kpk bpjs dan revisi undang undang,0.0
2019-09-24 13:09:43+00:00,indonesia skrg masalah pendemoan mahasiswa di jakarta kebakaran hutan kalimantan rusuh di papua smua terjadi dalam waktu yg sama mau lihat kemna tutup mata kemana am i the only one whos scared how this country has become god bless indonesia,0.0
2019-09-24 11:57:21+00:00,penyebab ini karena masih dalam penyelidikan polisi senin siang petugas memasang spanduk larangan membakar hutan di sekitar hutan maliran spanduk itu untuk mengantisipasi agar tidak terjadi kebakaran hutan lahan atau di ponggoknda,2.0
2019-09-24 11:56:03+00:00,emangnya kerusuhan papua kebakaran hutan itu datengnya dari langit dari sekian banyak momen selama 15 tahun ini terjadi bersamaan coincidence fck me,0.0
2019-09-24 11:54:41+00:00,3 hektar lahan hutan di maliran ponggok terbakar pada selasa siang tadi kabag ops polres blitar kota kompol m hari sutrisno mengatakan kebakaran hutan lahan karhutla di lahan hutan atau ponggok terjadi sekitar jam 1,1.0
2019-09-24 11:49:31+00:00,demo ada dimana mana papua terjadi kerusuhan kebakaran hutan belum padam sepenuh nya pun trending dengan gagahnya buzzer pemerintah memang panutanque,0.0
2019-09-24 11:23:31+00:00,ad pacem open donasi ksr ub peduli bencana kabut asap karhutla semangat pagi kawula brawijaya kabar duka kembali dari negeri kita indonesia tercinta beberapa waktu lalu terjadi kebakaran hutan dan lahan karhutla,2.0
2019-09-24 11:15:59+00:00,yuk doakan saudara saudara kita yang menjadi korban bencana kabut asap bencana kabut asap kebakaran hutan dan lahan kembali terjadi di indonesia sebanyak enam provinsi dinyatakan siaga darurat akibat,2.0
2019-09-24 10:54:03+00:00,tidak sebanding dengan kebakaran hutan yg terjadi di kalimantan dan sumatera,1.0
2019-09-24 10:38:18+00:00,kata pak jokowi biarlah tuhan yg membalasnya beliau tidak tau yg sedang terjadi di negeri ini adalah pembalasan dari tuhan termasuk kebakaran hutan yg tak terselesaikan,0.0
2019-09-24 10:03:39+00:00,bhabinkamtibmas aipda murdi melaksanakan sambang dialogis dengan warga masyarakat desa mandala bp sandiarjo guna mengajak dan memberikan himbauan untuk bersamasama menjaga hutan dan lahan supaya tidak terjadi kebakaran ataupun sengaja dibakar,2.0
2019-09-24 09:58:17+00:00,omg sebenernya apa yg terjadi sama negara kita beberapa hari ini kebakaran hutan hampir bersamaan di beberapa daerah yg ada kemungkinan di sengaja pihak tertentu keputusan pemerintah ruukpk ruukuhp musibah di wamena dn beberapa musibah lainnya,1.0
2019-09-24 09:55:41+00:00,infografis karhutla indonesia kebakaran hutan dan lahan karhutla di indonesia masih menjadi persoalan setiap tahun sepanjang september 2019 terjadi kebakaran besar besaran di sejumlah titik di indonesia,1.0
2019-09-24 09:26:37+00:00,happy birthday kak semoga kebakaran hutan yang terjadi di riau jambi dan sampit reda,2.0
2019-09-24 09:03:38+00:00,hari hari belakangan ini beragam peristiwa mewarnai negeri kita mulai dari kebakaran hutan hingga gerakan gerakan massa yang saat ini terjadi di beberapa kota,0.0
2019-09-24 09:01:17+00:00,mungkin sebaiknya pak menetap disitu barang sebulan mngkin kejadian kebakaran hutan kedepanya tidak sampai terjadi lagi,0.0
2019-09-24 08:41:44+00:00,alhamdulillah way kanan dan beberapa daerah di provinsi lampung sudah turun hujan semoga musim kemarau panjang segera berakhir dan semoga mengakhiri musibah kebakaran hutan dan lahan yg terjadi di beberapa daerah,2.0
2019-09-24 08:32:15+00:00,pt astra agro lestari tbk mengaku tidak terdampak kebakaran hutan dan lahan karhutla yang terjadi di sumatra dan kalimantan,0.0
2019-09-24 08:06:12+00:00,rusuh di papua kebakaran hutan demo mahasiswa terlihat heboh di jagad twitter tapi di masyarakat seperti tak terjadi apa2,0.0
2019-09-24 08:00:26+00:00,si ibu juga tidak menjelaskan akan kebakaran hutan yang terjadi bukan serta merta akibat dari orang indonesia banyak perusahaan asing yang penyokong dananya adalah mayank sebuah bank dari tetangga sebelah,0.0
2019-09-24 07:46:53+00:00,dia juga bilang kalo anaknya yang baru 10 tahun bahkan bisa berpendapat apa gak kasian sama anak anak hewan yang ada di kalimantan kalau hutan sekarang dibakarin buat jadi ibukota sepertinya si anak berpikir kebakaran hutan yang terjadi adalah untuk membuka lahan ibukota,0.0
2019-09-24 07:42:29+00:00,diawali rusuh di papua kebakaran hutan di sumatera dan kalimantan lalu polemik rkuhp dan kpk akibatnya rakyat turun ke jalan meminta keadilan tapi aneh seperti ada pembiaran dari pemerintah seperti semua ini dibiarkan terjadi begitu adanya,0.0
2019-09-24 07:31:36+00:00,berbagai masalah kesehatan bisa terjadi akibat paparan kabut asap kebakaran hutan dan lahan karhutla yang salah satunya adalah masalah pada kulit,0.0
2019-09-24 07:09:15+00:00,pemerintah kita sudah pandai bersandiwara mulai dari issue pemindahan ibukota di alihkan dengan kebakaran hutan dan kebakaran hutan pun di tutupi dengan profokasi demo rkuhp entah ada kabar apa lagi selanjutnya yang terjadi di tanah air ini,0.0
2019-09-24 06:55:50+00:00,berita turunnya hujan di slh 1 daerah yg terjadi kebakaran hutan selayaknya patut kita syukuri apapun nikmat berkat yg tuhan berikan sekecil sebesar apa pun itu jgn lupa bersyukur di sisi lain ak tetap mendoakan mhsku yg brgkt ke senayan agr sll dlm lindungan tuhan,0.0
2019-09-24 06:53:02+00:00,potensi hujan intensitas ringan hingga sedang terjadi di sebagian wilayah kab inhil dan kab kep meranti peringatan dini waspada terhadap penurunan kualitas udara dan jarak pandang akibat peningkatan polusi udara yang berasal dari kebakaran hutan dan lahan,2.0
2019-09-24 06:33:35+00:00,polda kalsel tetapkan 20 tersangka karhutla dua dari korporasi kepolisian daerah polda kalimantan selatan tak mainmain menangani kasus kebakaran hutan dan lahan karhutla yang terjadi di beberapa wilayah,2.0
2019-09-24 06:12:09+00:00,bpbd kab trenggalek provinsi jawa timur kebakaran hutan dan lahan di ds suruh kec suruh kronologi kejadian selasa 24 september 2019 pukul 1130 wib telah terjadi kebakaran hutan pinus pinus milik,1.0
2019-09-24 06:04:25+00:00,mahasiswa terpelajar level atas berdemonstrasi against dpr govt bisa lebih besar yg menyentuh ke pelajar level bawah sekolah dasar kalo pelajar level bawah sudah awareness yg terjadi ribuan sekolah tutup karna asap kebakaran hutan kemarin,0.0
2019-09-24 06:00:49+00:00,ruu kpk ruu kuhp kebakaran hutan isu rasial papua bbrapa masalah dengan skala besar yang terjadi dalam kurun sebulan ini pemerintah pastinya diharapkan untuk bisa mengatasi persoalan ini mendengarkan aspirasi rakyat kata uncle ben great power comes great responsibility,0.0
2019-09-24 05:46:58+00:00,semua seolah terjadi serentak serentak pula mereka menggorengnya secara berjamaah kerusuhan di papua ruu kuhp ruu kpk kebakaran hutan dari manapun asal masalahnya jokowilah yang dpersalahkan sebuah skenario sedang berlangsung,0.0
2019-09-24 05:34:42+00:00,hutan terbakar ini suatu agenda yang hampir tiap tahun terjadi di indonesia tapi saat ini adalah kebakaran yang cukup parah ada sesuatu hal yang aneh,0.0
2019-09-24 05:13:58+00:00,waspadai kabut asap kemenhub keluarkan maklumat pelayaran guna menjamin keselamatan dan keamanan kapal khususnya kapal kapal yang berlayar di perairan dengan jarak tampak terbatas restricted visibility akibat asap kebakaran hutan haze yang masih terjadi,0.0
2019-09-24 05:12:31+00:00,guna menyikapi kebakaran hutan dan lahan karhutlah yang terjadi di sejumlah wilayah di pulau sumatera yang mengakibatkan kabut asap yang telah memasuki kota medan kabut asap inipun telah meresahkan masyarakat,1.0
2019-09-24 04:57:19+00:00,2015 saya sempat mengikuti pemberitaan kebakaran hutan yg statusnya diubah dari kriminaliasi jd bencana nasional ikut rdp bertemu klhk anggota dpr saat itu dan kepala bnpb bpk willem sekarang terjadi lagi ya banyak asap di sana by efek rumah kaca,0.0
2019-09-24 04:24:49+00:00,kebakaran hutan dan lahan yang terjadi di riau ikut berdampak di medan sumatera utara di jalan balai kota kabut asap di kota medan jauh lebih baik dari hari sebelumnya namun status udara tidak sehat,1.0
2019-09-24 04:10:54+00:00,sejak senin 2392019 pagi kota banda aceh mulai terdampak paparan kabut asap akibat kebakaran hutan dan lahan karhutla yang terjadi di sejumlah titik di pulau sumatera,1.0
2019-09-24 03:42:07+00:00,kebakaran hutan dan lahan karhutla sedang terjadi di riau sumatera dan kalimantan karhutla menyebabkan bencana kabut asap yang mencemari udara dan mengganggu kesehatan pernapasan warganya ikuti utas berikut untuk membaca kumpulan berita lengkap tentang karhutla,1.0
2019-09-24 03:38:07+00:00,gerakan gelar sorban untuk bantu warga terdampak kabut asap kebakaran hutan dan lahan atau karhutla yang terjadi tahun ini mengakibatkan bencana kabut asap yang menyebar dari ratusan ribu hektar hutan dan lahan yang,2.0
2019-09-24 03:30:45+00:00,did you know kejadian karhutla atau kebakaran hutan dan lahan kembali terjadi di tahun 2019 ini tidak tanggung tanggung enam provinsi di indonesia pun terkena dampaknya ternyata karhutla tahun 2019 ini bukan,1.0
2019-09-24 03:29:24+00:00,gerakan sekolah peduli asap untuk bantu warga terdampak kabut asap kebakaran hutan dan lahan atau karhutla yang terjadi tahun ini mengakibatkan bencana kabut asap yang menyebar dari ratusan ribu hektar hutan dan,2.0
2019-09-24 03:20:00+00:00,mamuju kemarau seperti saat ini kebakaran lahan dan hutan bisa terjadi akibat ulah manusia itu sendiri atau akibat ada gesekan juga bisa mengakibatkan kebakaran lahan seperti yang terjadi pada,0.0
2019-09-24 02:28:16+00:00,kebakaran hutan kembali terjadi di sejumlah wilayah di indonesia badan nasional penanggulangan bencana bnpb menyatakan hingga 9 september 2019 enam provinsi di indonesia masuk kategori siaga darurat kebakaran,1.0
2019-09-24 02:15:57+00:00,langit di sebuah provinsi di indonesia berubah menjadi merah darah akhir pekan lalu ketika kebakaran hutan terus terjadi di seluruh negera dan menyebabkan tingkat kualitas,1.0
2019-09-24 02:07:46+00:00,jadi kesimpulanya kalo mau tdk terjadi kebakaran hutan rakyat harus berhenti konsumsi minyak goreng gitu astaga,0.0
2019-09-24 00:34:53+00:00,baca news pagi ini yang diotakku adalah indonesia berantakan kebakaran hutan demo aksi damai mahasiswa dan kerusuhan wamena terjadi lagi yaallah malapetaka apa ini,0.0
2019-09-24 00:13:09+00:00,rombongan mahasiswa dari kota semarang pagi ini menuju jakarta untuk menyuarakan aksi penolakan ruu kuhp uu kpk serta kebakaran hutan yang terjadi di beberapa wilayah presiden bem universitas negeri semarang saeful mujab,0.0
2019-09-23 23:56:16+00:00,kebakaran hutan dan lahan kembali terjadi di rimbo panjang jalan raya pekanbarubangkinang api yang sempat padam jumat lalu kembali berkobar pada sabtu dini hari,1.0
2019-09-23 22:30:19+00:00,yaa karena memang dot momentum aja semuanya terjadi dlm waktu yg berdekatan mulai dari papua kpk kebakaran hutan asap kuhp dll istana senayan kebanyakan produksi musuh,0.0
2019-09-23 22:12:59+00:00,ajaibnya bencana kebakaran hutan dan lahan kabut asap yang terjadi saat ini pada akhirnya akan menjadi minyak goreng yang dikonsumsi para manusia manusia tersebut,0.0
2019-09-23 21:56:44+00:00,apapun yang terjadi di indonesia seperti aksi rasis yg menimpa saudara di papua kebakaran hutan di riau jambi kalimantan penutupan kpk terbitnya putusan berbau aneh dari dpr saya cuma berharap semoga indonesia segera membaik,0.0
2019-09-23 17:24:25+00:00,ayo pak segera bantu daerah yg terjadi kebakaran hutan jgn hiraukan pejabat yg menolak lihatlah rakyat indonesia butuh bantuan,0.0
2019-09-23 16:48:13+00:00,pak harto mengira indonesia sedang di atas angin dan ingin pensiun beliau memasrahkan pimpinan mpr pada orang sipil dan krisis asia terjadi bak kebakaran hutan coba yang jadi ketua mpr masih dari abri seperti sebelum sebelum nya memang itu sudah takdir nya tuhan,0.0
2019-09-23 16:37:51+00:00,capek kritik mereka mereka cuma menganggap seperti tak terjadi apa apa bayangkan saja kebakaran hutan dan asap yang begitu viiral 2019 sampai singapura dan malaysia di tanggapi seperti hal kecil yang,0.0
2019-09-23 15:49:15+00:00,sederhananya protes perihal ruu kuhp yg dibuat oleh dpr permasalahan kebakaran hutan tindak lanjut masalah di papua dan pelemahan kpk serentet masalah ini terjadi terus menerus makanya ada aksi mahasiswa kedepannya coba lebih peka dan biasakan baca ya biar mudeng,0.0
2019-09-23 15:30:56+00:00,sudah beberapa hari dr kunjungan presiden ke riau pertanyaan nya keputusan apa yang telah di ambil untuk menghentikan kebakaran hutan yg terjadi setiap tahun,0.0
2019-09-23 15:00:02+00:00,kebakaran hutan kan sudah terjadi dari dulu setiap tahun ini yg terparah konspirasi tidak dpt diterima,0.0
2019-09-23 14:03:19+00:00,anggota yonif 405sk bersama tim gabungan dari tni polri bpbd relawan dan masyarakat bersinergi dalam pemadaman kebakaran hutan dan lahan karhutla yang sedang terjadi di wilayah baratselatan gunung slamet,2.0
2019-09-23 13:49:29+00:00,jakarta kebakaran hutan dan lahan masih terus terjadi di provinsi riau dan kalimantan kebakaran yang terus menjalar ke wilayah wilayah lain ini,1.0
2019-09-23 13:30:05+00:00,partai kebangkitan bangsa pkb menyoroti meluasnya kebakaran hutan dan lahan karhutla yang terjadi di kalimantan tengah dan riau untuk itu pkb mengeluarkan tujuh poin pernyataan sikap,1.0
2019-09-23 13:30:01+00:00,hanya 2 kemungkinan pertama ibukota tidak jadi pindah karena kebakaran hutan kedua ibukota akan pindah sehingga terjadi pembakaran hutan,0.0
2019-09-23 13:01:08+00:00,saat ini indonesia sedang dilanda bencana kabut asap yang disebabkan oleh kebakaran hutan dan lahan karhutla yang telah terjadi di beberapa wilayah di indonesia seperti pulau sumatra dan kalimantan,1.0
2019-09-23 12:57:39+00:00,mengapa kasus revisi kpk yang didemokan bukan kebakaran hutan karena kebakaran hutan adalah bencana tahunan yang pasto dialami dan banyak pihak yang berada dibaliknya apalagi bencana tersebut sudah terjadi dan yang bisa memadamkan api sebesar itu hanya alam,0.0
2019-09-23 12:49:46+00:00,betul jangan salahkan presiden mulu dong btw kemarin waktu kampanye yg teriak2 dgn sombong siapa ya kata 01 kebakaran hutan tdk lagi terjadi krn apa karena pemerintah tegas tidak pandang bulu siapa tuh yg ngomong wkwkkwkwkwkw,0.0
2019-09-23 12:43:10+00:00,bahkan pemerintah terkesan diam dan menyetujui hal ini terjadi itulah sebanya kebakaran hutan yg terjadi di riau dan kalimantan menurut saya adalah kerjasama antara korporasi pemerintah daerah dan pemerintah pusat,0.0
2019-09-23 12:42:31+00:00,ketika kebakaran hutan terjadi di mana mana ketika itu pula saya berfikir ketidak mampuan kementrian kehutanan dan pihak keamanan untuk mengantisipasinya agar menimbulkan efek jera para pelaku pembakar hutan harus di hukum mati harga mati,0.0
2019-09-23 12:40:17+00:00,demo mahasiswa di depan gedung dprd bandung terjadi bentrokan dilaporkan 3 mahasiswa terluka demo berkaitan dengan rancangan uu kpk kuhp dan kebakaran hutan,0.0
2019-09-23 12:36:10+00:00,kabut asap akibat kebakaran hutan dan lahan yang terjadi di provinsi riau jambi sumatera selatan dan sumatera keseluruhan telah sampai aceh,1.0
2019-09-23 12:22:35+00:00,kebakaran hutan masih saja terjadi di sumatera riau dan kalimantan monmaap riau ga sumatera apayak,1.0
2019-09-23 11:37:32+00:00,kementerian sosial telah menyiapkan dan melakukan lima langkah penanganan dan pengendalian terhadap dampak kebakaran hutan dan lahan kahutla yang terjadi di wilayah sumatera dan kalimantan,2.0
2019-09-23 11:36:24+00:00,guna menjamin keselamatan dan keamanan kapal khususnya kapal kapal yang berlayar di perairan dengan jarak tampak terbatas restricted visibility akibat asap kebakaran hutan haze yang masih terjadi di wilayah sumatera dan kalimantan,0.0
2019-09-23 11:35:04+00:00,kami turut merasakan duka mendalam atas musibah kebakaran hutan dan lahan karhutla yang terjadi di beberapa wilayah indonesia,0.0
2019-09-23 11:09:01+00:00,pulau kawasan wisata phuket thailand diselimuti kabut asap pada senin 239 pagi diduga kabut asap itu merupakan dampak kebakaran hutan dan lahan yang terjadi di indonesia karena tidak ada kebakaran hutan dan lahan terjadi di wilayah thailand,0.0
2019-09-23 11:07:34+00:00,barisan cebong kemana kok gak koar koar disosmed soal apa yang terjadi belakangan ini mulai dari kebakaran hutan rukhp yang kontoversial kpk yang dilumpuhkan kemaren pas pemilu cepat banget nyerang prabowo,0.0
2019-09-23 10:56:18+00:00,keberangkatan mereka untuk membantu penanggulangan dampak kebakaran hutan dan lahan yang sedang terjadi di riau saat ini,2.0
2019-09-23 10:24:39+00:00,help rt carat indonesia mengajak teman teman sekalian untuk membantu keluarga kita yg terkena bencana kabut asap akibat kebakaran hutan dan lahan yg sekarang sedang terjadi di daerah sumatera dan kalimantan,2.0
2019-09-23 09:54:46+00:00,kebakaran hutan dan lahan terjadi di wilayah maluku tengah satu sampah plastik bisa mengakibatkan seribu bencana maluku hari ini edisi 23 september 2019 pukul 1900 wit,1.0
2019-09-23 09:35:03+00:00,menteri dalam negeri tjahjo kumolo mewanti wanti kepala daerah yang wilayahnya terjadi kebakaran hutan dan lahan karhutla tidak ke luar negeri,0.0
2019-09-23 09:29:12+00:00,lulusan kehutanan yang di eranya banyak terjadi kebakaran hutan memang idola kok,0.0
2019-09-23 09:11:22+00:00,guys gua tau kita emang lagi fokus sama uu rkuhp tapi plis kita juga tetep blew up kebakaran hutan yang lagi terjadi yah biar semua orang tau at least di sejagat raya twitter,0.0
2019-09-23 09:08:18+00:00,daripada kita demo panas panasan mungkin menimbulkan kerusuhan mendingan kita melaksanakan sholat istisqa yuk berdoa minta pada tuhan untuk segera menurunkan hujan agar kebakaran hutan yg terjadi di riau jambi kalimantan segera udahan,2.0
2019-09-23 08:59:08+00:00,aksi demontrasi terjadi di sejumlah daerah terkait penolakan ruu kpk ruu kuhp sampai makin mencekamnya kabut asap akibat kebakaran hutan dan lahan salah satu aksi dimotori mahasiswa yang sudah bergerak di jakarta dan yogyakarta,0.0
2019-09-23 08:48:47+00:00,lalu kenapa kebakaran hutan dan lahan terus terjadi di indonesia,0.0
2019-09-23 08:34:40+00:00,pak pres di gowa memang tidak terjadi kebakaran hutan yg mengakibatkan banyaknya asap tp tetap saja mataku ini perih melihatnya bahagia bersama org lain,0.0
2019-09-23 08:23:43+00:00,sedih sih ketika ada yg berpendapat dg posternya bertulis padamkan kebakaran hutan bukan kpk lalu ada yg jwb mbok kalian itu ikut membantu mereka memadamkan api hei mungkin mereka tdk ditempat kebakaran terjadi bisanya hny berdoa dan donasi tp mungkin juga,0.0
2019-09-23 08:18:19+00:00,kebakaran di taman nasional di kalimantan ribuan kebakaran hutan terjadi indonesia sebagian besar sengaja dibuat untuk membuka lahan untuk agrikultur kredit ulet ifansasti,1.0
2019-09-23 07:41:02+00:00,kenali gejala ispa hal yang harus dilakukan sat terjadi kebakaran hutan dan lahan,0.0
2019-09-23 07:32:44+00:00,kabut asap akibat kebakaran hutan dan lahan karhutla yang terjadi di provinsi riau masih belum bisa berkurang dan hingga siang ini asap masih pekat,1.0
2019-09-23 07:28:35+00:00,sarolangun seakan menjamur minggu 22092019 bencana kebakaran hutan dan lahan karhutla kembali terjadi di kabupaten sarolangun provinsi jambi tepatnya di,1.0
2019-09-23 07:24:20+00:00,upaya pencegahan dan pemadaman karhutla di kalsel terus dilakukan sahabat bphp9 kebakaran hutan dan lahan yang terjadi akhirakhir ini khususnya di wilayah sumatera kalimantan dan papua memang layak mendapatkan,2.0
2019-09-23 07:07:51+00:00,al bunyan action melawan asap desa kalampangan kecamatan sabango kota palangkaraya menjadi tempat terjunnya relawan kebaikan al bunyan dari bencana kebakaran hutan dan lahan yg terjadi di pulau kalimantan tepatnya di kalimantan tengah,2.0
2019-09-23 07:06:16+00:00,kebakaran hutan yg terjadi di prov jambi merupakan kejadian yg terjadi setiap tahun namun wilayah jambi yg didominasi oleh lahan gambut menjadi potensi terbesar penyebab kebakaran apabila saharudin asisten pemerintah kesejahteraan rakyat pemprov jambi,1.0
2019-09-23 06:47:56+00:00,kebakaran hutan sudah terjadi tiap tahun puncaknya tahun 2015 jumlahnya 2451 hotspot kalau dilihat thn 20162017 cuaca banyak hujan dan 20182019 kemarau sudah datang sejak januari 2018,1.0
2019-09-23 06:46:54+00:00,kebakaran hutan di jambi biasa terjadi setiap tahun mulai dari 1997,1.0
2019-09-23 06:29:38+00:00,kabut asap akibat kebakaran hutan dan lahan kathutla menyebabkan langit di kota jambi memerah seperti malam hari pada waktu siang hari hal ini terjadi kemungkinan karena kebakaran hutan atau lahan yang terjadi wilayah tersebut disebablan pada lahan gambut,1.0
2019-09-23 06:19:51+00:00,berdasarkan data sipongi bertajuk rekapitulasi luas kebakaran hutan dan lahan ha per provinsi di indonesia tahun 20142019 tampak kebakaran hutan lahan terjadi hampir di seluruh provinsi di indonesia hanya jakarta dan banten yang tidak,1.0
2019-09-23 06:12:53+00:00,kebakaran hutan dan lahan karhutla yang terjadi di sejumlah wilayah di pulau sumatera berdampak kabut asap di kota medan kabut asap kiriman yang melanda kota medan ini mulai meresahkan masyarakat,1.0
2019-09-23 06:08:08+00:00,biasanya setelah terjadi kebakaran hutan akan tumbuh subur tumbuhan2 yg mirip pohon sawit ajaibnya lagi tumbuhan tersebut tumbuh seperti tidak alami jarak dari tiap tumbuhan pun sama tersusun rapi dan sempurna layaknya perkebunan sawit pada umumnya,0.0
2019-09-23 05:48:44+00:00,sungguh yang harus dipadamkan adalah kebakaran hutan dan kerusuhan di papua bkn otoritas kpk smg papua baik2 saja sedih mendengar apa yg terjadi di wamena,0.0
2019-09-23 05:25:04+00:00,25 triliun rupiah kerugian ekonomi akibat kebakaran hutan pada tahun 2015 pada tahun ini 3 bulan sudah kebakaran hutan dan lahan terjadi di 2 pulau terluas di indonesia yaitu sumatera dan kalimantan berikut dampak kebakaran hutan dari berbagai sisi,1.0
2019-09-23 05:23:20+00:00,karena di berbagai belahan dunia pun terjadi kebakaran hutan dimana waktu terjadi secara hampir bersamaan,0.0
2019-09-23 05:22:13+00:00,disisi lain kebakaran hutan yg terjadi juga bukan salah presiden,0.0
2019-09-23 04:44:07+00:00,kebakaran itu waktu thn 2015 sekarang kan udah beda lagi ceritanya lagian udah ditangkap kok pelaku2 baik individual atau koorporasi yg membakar hutan lahan yg terjadi bbrp hari inijd tuduhanmu kalau jokowi melindungi pengusaha itu gak berdasar,0.0
2019-09-23 04:23:30+00:00,3 wilayah lain pada satelit tampak berwarna cokelat namun di muaro jambi menunjukkan warna putih yang mengindikasikan bahwa lapisan asap sangat tebal hal ini dimungkinkan karena kebakaran lahan hutan yang terjadi di wilayah tersebut,1.0
2019-09-23 04:21:08+00:00,mengapa kebakaran hutan dan lahan masih terjadi meski sudah restorasi salah satunya karena para pemegang kepentingan kurang bekerja sama,1.0
2019-09-23 03:57:15+00:00,kebakaran hutan yang terjadi dibeberapa titik sumatera kalimantan sangat menghawatirkan sedih banget lihat beritanya gak cuma jarak pandang yang susah di jalan mengganggu penerbangan namun kesehatan warga,1.0
2019-09-23 03:42:53+00:00,pantek lah kabut asap berkurang ujan buatan segala macam yg terjadi d lapangan kabut asap malah tambah parah pagi menjelang siang ini siapa sih pengusaha2 sawit d balik kebakaran hutan ini ga mampu d proses hukum apa gmn duit nya terlalu byk ya pantek,1.0
2019-09-23 03:33:13+00:00,ada 20 hektare hutan yang terbakar kebakaran yang sebelumnya hanya terjadi di sekitar kalimati kini telah mencapai ranu kumbolo,1.0
2019-09-23 03:09:45+00:00,jangan hanya api kebarakan hutan saja yang dipadamkan karena kebakaran hutan masih bisa terjadi setiap waktunya tapi padamkanlah api keserakahan para penguasa,0.0
2019-09-23 02:53:26+00:00,kbrn palangka raya kebakaran hutan dan lahan karhutla yang terjadi di kalimantan tengah menjadi ancaman keselamatan ratusan satwa liar seperti orang utan yang hidup di kawasan konservasi di hutan kalimantan,1.0
2019-09-23 02:43:12+00:00,secara rinci data itu menunjukkan bahwa sejatinya luas area kebakaran hutan atau lahan yang terjadi pada 2019 mengalami penurunan signifikan dibandingkan pada 2018,1.0
2019-09-23 02:42:44+00:00,berdasarkan data sipongi tampak kebakaran hutan atau lahan terjadi hampir di seluruh provinsi di indonesia hanya jakarta dan banten yang tidak,1.0
2019-09-23 02:29:38+00:00,kabut asap yang terjadi akibat kebakaran hutan dan lahan karhutla di jambi dalam sepakan terakhir semakin pekat,1.0
